source,target,value
Steuerberaterkammer Berlin,"Senatsverwaltung für Justiz, Vielfalt und Antidiskriminierung",0
Finanzamt Marzahn-Hellersdorf,Landesverwaltungsamt,0
"Senatsverwaltung für Justiz, Vielfalt und Antidiskriminierung",Finanzamt für Körperschaften II,0
Senatsverwaltung für Kultur und Europa,Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,0
Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,Verkehrslenkung Berlin,162
Pestalozzi-Fröbel-Haus,Steuerberaterkammer Berlin,0
Amtsgericht Lichtenberg,Finanzamt Marzahn-Hellersdorf,0
Deutsche Klassenlotterie Berlin,Jugendstrafanstalt Berlin,0
Landesarbeitsgericht Berlin-Brandenburg,Ärztekammer Berlin,0
Berliner Wasserbetriebe (BWB),Kassenzahnärztliche Vereinigung Berlin,0
Wohnraumversorgung Berlin,Finanzamt Lichtenberg,54
Polizei Berlin,Pflanzenschutzamt Berlin,0
Bezirksamt Spandau,Bezirksamt Mitte,0
Berliner Bäderbetriebe,Landesverwaltungsamt,0
Kassenzahnärztliche Vereinigung Berlin,Berliner Wasserbetriebe (BWB),0
Ärztekammer Berlin,Steuerberaterkammer Berlin,180
Amtsgericht Spandau,Bezirksamt Reinickendorf,72
"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Landesinstitut für gerichtliche und soziale Medizin Berlin (GerMed),0
Bezirksamt Reinickendorf,Jugendstrafanstalt Berlin,0
Landesverwaltungsamt,Berliner Wasserbetriebe (BWB),0
Investitionsbank Berlin,Finanzamt Lichtenberg,0
Finanzamt Friedrichshain-Kreuzberg,Finanzamt Charlottenburg,0
Verwaltungsgericht Berlin,Verkehrslenkung Berlin,0
Senatsverwaltung für Finanzen,Landesinstitut für gerichtliche und soziale Medizin Berlin (GerMed),0
Maxim Gorki Theater,Verfassungsgerichtshof des Landes Berlin,0
Stiftung Preußischer Kulturbesitz,Landesarbeitsgericht Berlin-Brandenburg,0
Jugendstrafanstalt Berlin,Deutsche Klassenlotterie Berlin,0
Finanzamt Lichtenberg,Amtsanwaltschaft Berlin,18
Bezirksamt Pankow,Verwaltungsgericht Berlin,0
Abgeordnetenhaus von Berlin,Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,0
Finanzamt für Körperschaften II,Ärztekammer Berlin,0
Bezirksamt Mitte,Landesfinanzservice (inkl. Landeshauptkasse),0
Stiftung Bröhan-Museum,Verfassungsgerichtshof des Landes Berlin,0
Landesfinanzservice (inkl. Landeshauptkasse),Kassenzahnärztliche Vereinigung Berlin,0
Amtsanwaltschaft Berlin,Bezirksamt Mitte,0
"Senatsverwaltung für Stadtentwicklung, Bauen und Wohnen",Unfallkasse Berlin,0
Handwerksinnungen,Jugendstrafanstalt Berlin,0
Verfassungsgerichtshof des Landes Berlin,Landesarbeitsgericht Berlin-Brandenburg,0
Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,Kassenzahnärztliche Vereinigung Berlin,0
Pflanzenschutzamt Berlin,Finanzamt Friedrichshain-Kreuzberg,0
Technische Universität Berlin,Finanzamt Friedrichshain-Kreuzberg,0
Verkehrslenkung Berlin,Finanzamt Lichtenberg,0
Unfallkasse Berlin,Finanzamt Marzahn-Hellersdorf,0
Finanzamt Charlottenburg,Kassenzahnärztliche Vereinigung Berlin,0
Landesinstitut für gerichtliche und soziale Medizin Berlin (GerMed),Amtsgericht Spandau,0
Wiedergutmachungsämter von Berlin,Wohnraumversorgung Berlin,0
Stiftung Stadtmuseum Berlin,Finanzamt Marzahn-Hellersdorf,90
Finanzamt Reinickendorf,Finanzamt Lichtenberg,0
Justizvollzugsanstalt für Frauen Berlin,Wiedergutmachungsämter von Berlin,0
"Landesamt für Bergbau, Geologie und Rohstoffe",Bezirksamt Spandau,0
Steuerberaterkammer Berlin,Bezirksamt Spandau,0
Finanzamt Marzahn-Hellersdorf,"Landesamt für Bergbau, Geologie und Rohstoffe",0
"Senatsverwaltung für Justiz, Vielfalt und Antidiskriminierung",Verkehrslenkung Berlin,0
Senatsverwaltung für Kultur und Europa,Finanzamt Marzahn-Hellersdorf,0
Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,Verkehrslenkung Berlin,0
Pestalozzi-Fröbel-Haus,Polizei Berlin,0
Amtsgericht Lichtenberg,Amtsgericht Spandau,0
Deutsche Klassenlotterie Berlin,Steuerberaterkammer Berlin,0
Landesarbeitsgericht Berlin-Brandenburg,Technische Universität Berlin,0
Berliner Wasserbetriebe (BWB),Pflanzenschutzamt Berlin,0
Wohnraumversorgung Berlin,Unfallkasse Berlin,0
Polizei Berlin,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",0
Bezirksamt Spandau,Landesfinanzservice (inkl. Landeshauptkasse),0
Berliner Bäderbetriebe,Wiedergutmachungsämter von Berlin,0
Kassenzahnärztliche Vereinigung Berlin,Justizvollzugsanstalt für Frauen Berlin,0
Ärztekammer Berlin,"Landesamt für Bergbau, Geologie und Rohstoffe",0
Amtsgericht Spandau,Amtsgericht Spandau,108
"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Handwerksinnungen,0
Bezirksamt Reinickendorf,Technische Universität Berlin,0
Landesverwaltungsamt,Abgeordnetenhaus von Berlin,0
Investitionsbank Berlin,Maxim Gorki Theater,0
Finanzamt Friedrichshain-Kreuzberg,Kassenzahnärztliche Vereinigung Berlin,180
Verwaltungsgericht Berlin,Finanzamt Marzahn-Hellersdorf,0
Senatsverwaltung für Finanzen,Kassenzahnärztliche Vereinigung Berlin,0
Maxim Gorki Theater,Finanzamt Reinickendorf,0
Stiftung Preußischer Kulturbesitz,Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,0
Jugendstrafanstalt Berlin,"Senatsverwaltung für Justiz, Vielfalt und Antidiskriminierung",0
Finanzamt Lichtenberg,Investitionsbank Berlin,0
Bezirksamt Pankow,Bezirksamt Spandau,0
Abgeordnetenhaus von Berlin,Landesverwaltungsamt,0
Finanzamt für Körperschaften II,Landesinstitut für gerichtliche und soziale Medizin Berlin (GerMed),0
Bezirksamt Mitte,Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,108
Stiftung Bröhan-Museum,Finanzamt Lichtenberg,0
Landesfinanzservice (inkl. Landeshauptkasse),Amtsgericht Spandau,0
Amtsanwaltschaft Berlin,Ärztekammer Berlin,0
"Senatsverwaltung für Stadtentwicklung, Bauen und Wohnen",Pestalozzi-Fröbel-Haus,0
Handwerksinnungen,Verfassungsgerichtshof des Landes Berlin,0
Verfassungsgerichtshof des Landes Berlin,Deutsche Klassenlotterie Berlin,0
Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,Maxim Gorki Theater,0
Pflanzenschutzamt Berlin,Berliner Wasserbetriebe (BWB),0
Technische Universität Berlin,Steuerberaterkammer Berlin,180
Verkehrslenkung Berlin,Amtsanwaltschaft Berlin,0
Unfallkasse Berlin,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",0
Finanzamt Charlottenburg,Landesarbeitsgericht Berlin-Brandenburg,0
Landesinstitut für gerichtliche und soziale Medizin Berlin (GerMed),Pflanzenschutzamt Berlin,0
Wiedergutmachungsämter von Berlin,Verkehrslenkung Berlin,0
Stiftung Stadtmuseum Berlin,Finanzamt Lichtenberg,0
Finanzamt Reinickendorf,Bezirksamt Reinickendorf,0
Justizvollzugsanstalt für Frauen Berlin,Handwerksinnungen,0
"Landesamt für Bergbau, Geologie und Rohstoffe",Wohnraumversorgung Berlin,0
Steuerberaterkammer Berlin,Technische Universität Berlin,0
Finanzamt Marzahn-Hellersdorf,Technische Universität Berlin,0
"Senatsverwaltung für Justiz, Vielfalt und Antidiskriminierung",Amtsgericht Lichtenberg,0
Senatsverwaltung für Kultur und Europa,Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,0
Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,Stiftung Bröhan-Museum,0
Pestalozzi-Fröbel-Haus,Bezirksamt Pankow,0
Amtsgericht Lichtenberg,Verfassungsgerichtshof des Landes Berlin,0
Deutsche Klassenlotterie Berlin,Senatsverwaltung für Kultur und Europa,0
Landesarbeitsgericht Berlin-Brandenburg,Maxim Gorki Theater,0
Berliner Wasserbetriebe (BWB),Bezirksamt Reinickendorf,0
Wohnraumversorgung Berlin,Maxim Gorki Theater,18
Polizei Berlin,Verwaltungsgericht Berlin,0
Bezirksamt Spandau,Jugendstrafanstalt Berlin,0
Berliner Bäderbetriebe,Landesinstitut für gerichtliche und soziale Medizin Berlin (GerMed),198
Kassenzahnärztliche Vereinigung Berlin,Amtsanwaltschaft Berlin,0
Ärztekammer Berlin,Stiftung Stadtmuseum Berlin,180
Amtsgericht Spandau,Berliner Bäderbetriebe,18
"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,72
Bezirksamt Reinickendorf,Finanzamt Charlottenburg,0
Landesverwaltungsamt,Finanzamt Lichtenberg,0
Investitionsbank Berlin,Amtsanwaltschaft Berlin,0
Finanzamt Friedrichshain-Kreuzberg,Berliner Wasserbetriebe (BWB),0
Verwaltungsgericht Berlin,Finanzamt Friedrichshain-Kreuzberg,0
Senatsverwaltung für Finanzen,Amtsgericht Lichtenberg,0
Maxim Gorki Theater,Amtsgericht Lichtenberg,90
Stiftung Preußischer Kulturbesitz,Senatsverwaltung für Finanzen,0
Jugendstrafanstalt Berlin,Landesfinanzservice (inkl. Landeshauptkasse),0
Finanzamt Lichtenberg,Finanzamt Lichtenberg,0
Bezirksamt Pankow,Stiftung Preußischer Kulturbesitz,0
Abgeordnetenhaus von Berlin,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",0
Finanzamt für Körperschaften II,"Senatsverwaltung für Justiz, Vielfalt und Antidiskriminierung",0
Bezirksamt Mitte,Investitionsbank Berlin,0
Stiftung Bröhan-Museum,Senatsverwaltung für Kultur und Europa,0
Landesfinanzservice (inkl. Landeshauptkasse),"Senatsverwaltung für Stadtentwicklung, Bauen und Wohnen",0
Amtsanwaltschaft Berlin,Finanzamt Reinickendorf,180
"Senatsverwaltung für Stadtentwicklung, Bauen und Wohnen",Abgeordnetenhaus von Berlin,0
Handwerksinnungen,Abgeordnetenhaus von Berlin,0
Verfassungsgerichtshof des Landes Berlin,Technische Universität Berlin,0
Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,Wohnraumversorgung Berlin,0
Pflanzenschutzamt Berlin,Landesinstitut für gerichtliche und soziale Medizin Berlin (GerMed),0
Technische Universität Berlin,Justizvollzugsanstalt für Frauen Berlin,0
Verkehrslenkung Berlin,Bezirksamt Mitte,0
Unfallkasse Berlin,Finanzamt Lichtenberg,0
Finanzamt Charlottenburg,Jugendstrafanstalt Berlin,0
Landesinstitut für gerichtliche und soziale Medizin Berlin (GerMed),Unfallkasse Berlin,0
Wiedergutmachungsämter von Berlin,Abgeordnetenhaus von Berlin,0
Stiftung Stadtmuseum Berlin,Finanzamt Marzahn-Hellersdorf,0
Finanzamt Reinickendorf,Pflanzenschutzamt Berlin,0
Justizvollzugsanstalt für Frauen Berlin,Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,0
"Landesamt für Bergbau, Geologie und Rohstoffe",Finanzamt Reinickendorf,0
Steuerberaterkammer Berlin,Finanzamt Lichtenberg,0
Finanzamt Marzahn-Hellersdorf,Stiftung Bröhan-Museum,0
"Senatsverwaltung für Justiz, Vielfalt und Antidiskriminierung",Landesverwaltungsamt,0
Senatsverwaltung für Kultur und Europa,Wohnraumversorgung Berlin,36
Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,Finanzamt Friedrichshain-Kreuzberg,0
Pestalozzi-Fröbel-Haus,Senatsverwaltung für Finanzen,0
Amtsgericht Lichtenberg,Polizei Berlin,0
Deutsche Klassenlotterie Berlin,"Landesamt für Bergbau, Geologie und Rohstoffe",0
Landesarbeitsgericht Berlin-Brandenburg,Senatsverwaltung für Finanzen,0
Berliner Wasserbetriebe (BWB),"Landesamt für Bergbau, Geologie und Rohstoffe",0
Wohnraumversorgung Berlin,Justizvollzugsanstalt für Frauen Berlin,0
Polizei Berlin,Polizei Berlin,0
Bezirksamt Spandau,Landesfinanzservice (inkl. Landeshauptkasse),0
Berliner Bäderbetriebe,Polizei Berlin,0
Kassenzahnärztliche Vereinigung Berlin,Verkehrslenkung Berlin,0
Ärztekammer Berlin,Investitionsbank Berlin,0
Amtsgericht Spandau,Justizvollzugsanstalt für Frauen Berlin,0
"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Finanzamt Charlottenburg,0
Bezirksamt Reinickendorf,Finanzamt Charlottenburg,0
Landesverwaltungsamt,Bezirksamt Reinickendorf,0
Investitionsbank Berlin,Berliner Bäderbetriebe,0
Finanzamt Friedrichshain-Kreuzberg,Bezirksamt Mitte,0
Verwaltungsgericht Berlin,Pestalozzi-Fröbel-Haus,0
Senatsverwaltung für Finanzen,"Landesamt für Bergbau, Geologie und Rohstoffe",0
Maxim Gorki Theater,Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,0
Stiftung Preußischer Kulturbesitz,Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,0
Jugendstrafanstalt Berlin,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",0
Finanzamt Lichtenberg,Wiedergutmachungsämter von Berlin,0
Bezirksamt Pankow,Technische Universität Berlin,0
Abgeordnetenhaus von Berlin,Berliner Bäderbetriebe,0
Finanzamt für Körperschaften II,Stiftung Preußischer Kulturbesitz,0
Bezirksamt Mitte,Senatsverwaltung für Kultur und Europa,0
Stiftung Bröhan-Museum,Pestalozzi-Fröbel-Haus,0
Landesfinanzservice (inkl. Landeshauptkasse),"Senatsverwaltung für Justiz, Vielfalt und Antidiskriminierung",0
Amtsanwaltschaft Berlin,Kassenzahnärztliche Vereinigung Berlin,0
"Senatsverwaltung für Stadtentwicklung, Bauen und Wohnen",Pestalozzi-Fröbel-Haus,0
Handwerksinnungen,Finanzamt Marzahn-Hellersdorf,0
Verfassungsgerichtshof des Landes Berlin,Bezirksamt Pankow,0
Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,Amtsgericht Spandau,0
Pflanzenschutzamt Berlin,Verfassungsgerichtshof des Landes Berlin,0
Technische Universität Berlin,"Senatsverwaltung für Justiz, Vielfalt und Antidiskriminierung",0
Verkehrslenkung Berlin,Amtsgericht Lichtenberg,0
Unfallkasse Berlin,Verkehrslenkung Berlin,0
Finanzamt Charlottenburg,Finanzamt für Körperschaften II,0
Landesinstitut für gerichtliche und soziale Medizin Berlin (GerMed),Finanzamt Friedrichshain-Kreuzberg,0
Wiedergutmachungsämter von Berlin,Bezirksamt Spandau,0
Stiftung Stadtmuseum Berlin,Landesverwaltungsamt,0
Finanzamt Reinickendorf,Senatsverwaltung für Kultur und Europa,0
Justizvollzugsanstalt für Frauen Berlin,Bezirksamt Reinickendorf,108
"Landesamt für Bergbau, Geologie und Rohstoffe",Berliner Bäderbetriebe,0
Steuerberaterkammer Berlin,Bezirksamt Mitte,0
Finanzamt Marzahn-Hellersdorf,Amtsgericht Lichtenberg,0
"Senatsverwaltung für Justiz, Vielfalt und Antidiskriminierung",Finanzamt Reinickendorf,0
Senatsverwaltung für Kultur und Europa,Verwaltungsgericht Berlin,0
Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,Maxim Gorki Theater,0
Pestalozzi-Fröbel-Haus,Handwerksinnungen,0
Amtsgericht Lichtenberg,Bezirksamt Mitte,0
Deutsche Klassenlotterie Berlin,Verwaltungsgericht Berlin,0
Landesarbeitsgericht Berlin-Brandenburg,Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,0
Berliner Wasserbetriebe (BWB),Abgeordnetenhaus von Berlin,0
Wohnraumversorgung Berlin,Landesfinanzservice (inkl. Landeshauptkasse),36
Polizei Berlin,Berliner Bäderbetriebe,90
Bezirksamt Spandau,"Senatsverwaltung für Justiz, Vielfalt und Antidiskriminierung",0
Berliner Bäderbetriebe,Handwerksinnungen,180
Kassenzahnärztliche Vereinigung Berlin,Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,0
Ärztekammer Berlin,Verfassungsgerichtshof des Landes Berlin,90
Amtsgericht Spandau,Pestalozzi-Fröbel-Haus,90
"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Stiftung Preußischer Kulturbesitz,0
Bezirksamt Reinickendorf,Verkehrslenkung Berlin,0
Landesverwaltungsamt,Landesinstitut für gerichtliche und soziale Medizin Berlin (GerMed),0
Investitionsbank Berlin,Unfallkasse Berlin,0
Finanzamt Friedrichshain-Kreuzberg,Stiftung Bröhan-Museum,0
Verwaltungsgericht Berlin,Berliner Wasserbetriebe (BWB),0
Senatsverwaltung für Finanzen,Amtsgericht Lichtenberg,0
Maxim Gorki Theater,Polizei Berlin,0
Stiftung Preußischer Kulturbesitz,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",108
Jugendstrafanstalt Berlin,Verfassungsgerichtshof des Landes Berlin,0
Finanzamt Lichtenberg,Pflanzenschutzamt Berlin,0
Bezirksamt Pankow,Maxim Gorki Theater,0
Abgeordnetenhaus von Berlin,Berliner Wasserbetriebe (BWB),0
Finanzamt für Körperschaften II,Justizvollzugsanstalt für Frauen Berlin,0
Bezirksamt Mitte,Landesarbeitsgericht Berlin-Brandenburg,0
Stiftung Bröhan-Museum,Maxim Gorki Theater,0
Landesfinanzservice (inkl. Landeshauptkasse),Maxim Gorki Theater,0
Amtsanwaltschaft Berlin,Abgeordnetenhaus von Berlin,0
"Senatsverwaltung für Stadtentwicklung, Bauen und Wohnen",Wohnraumversorgung Berlin,0
Handwerksinnungen,Verwaltungsgericht Berlin,0
Verfassungsgerichtshof des Landes Berlin,Ärztekammer Berlin,0
Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,Landesinstitut für gerichtliche und soziale Medizin Berlin (GerMed),0
Pflanzenschutzamt Berlin,Steuerberaterkammer Berlin,0
Technische Universität Berlin,Finanzamt Reinickendorf,72
Verkehrslenkung Berlin,Finanzamt Friedrichshain-Kreuzberg,0
Unfallkasse Berlin,Finanzamt Friedrichshain-Kreuzberg,0
Finanzamt Charlottenburg,Finanzamt für Körperschaften II,0
Landesinstitut für gerichtliche und soziale Medizin Berlin (GerMed),Stiftung Preußischer Kulturbesitz,180
Wiedergutmachungsämter von Berlin,Landesarbeitsgericht Berlin-Brandenburg,0
Stiftung Stadtmuseum Berlin,Finanzamt Reinickendorf,0
Finanzamt Reinickendorf,Senatsverwaltung für Finanzen,0
Justizvollzugsanstalt für Frauen Berlin,"Landesamt für Bergbau, Geologie und Rohstoffe",0
"Landesamt für Bergbau, Geologie und Rohstoffe",Polizei Berlin,0
Steuerberaterkammer Berlin,Pestalozzi-Fröbel-Haus,0
Finanzamt Marzahn-Hellersdorf,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",0
"Senatsverwaltung für Justiz, Vielfalt und Antidiskriminierung",Jugendstrafanstalt Berlin,0
Senatsverwaltung für Kultur und Europa,Polizei Berlin,0
Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,Finanzamt Reinickendorf,0
Pestalozzi-Fröbel-Haus,Finanzamt Reinickendorf,0
Amtsgericht Lichtenberg,Bezirksamt Reinickendorf,0
Deutsche Klassenlotterie Berlin,Landesarbeitsgericht Berlin-Brandenburg,0
Landesarbeitsgericht Berlin-Brandenburg,Jugendstrafanstalt Berlin,0
Berliner Wasserbetriebe (BWB),Investitionsbank Berlin,0
Wohnraumversorgung Berlin,Finanzamt Reinickendorf,0
Polizei Berlin,Unfallkasse Berlin,0
Bezirksamt Spandau,"Senatsverwaltung für Stadtentwicklung, Bauen und Wohnen",0
Berliner Bäderbetriebe,Bezirksamt Spandau,0
Kassenzahnärztliche Vereinigung Berlin,Bezirksamt Pankow,0
Ärztekammer Berlin,Bezirksamt Mitte,0
Amtsgericht Spandau,Finanzamt Lichtenberg,0
"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Finanzamt Marzahn-Hellersdorf,0
Bezirksamt Reinickendorf,Finanzamt Marzahn-Hellersdorf,0
Landesverwaltungsamt,Justizvollzugsanstalt für Frauen Berlin,0
Investitionsbank Berlin,Amtsgericht Spandau,0
Finanzamt Friedrichshain-Kreuzberg,"Senatsverwaltung für Justiz, Vielfalt und Antidiskriminierung",0
Verwaltungsgericht Berlin,Pestalozzi-Fröbel-Haus,0
Senatsverwaltung für Finanzen,Berliner Wasserbetriebe (BWB),0
Maxim Gorki Theater,Berliner Wasserbetriebe (BWB),36
Stiftung Preußischer Kulturbesitz,Justizvollzugsanstalt für Frauen Berlin,0
Jugendstrafanstalt Berlin,Kassenzahnärztliche Vereinigung Berlin,0
Finanzamt Lichtenberg,Pestalozzi-Fröbel-Haus,0
Bezirksamt Pankow,Unfallkasse Berlin,0
Abgeordnetenhaus von Berlin,Technische Universität Berlin,0
Finanzamt für Körperschaften II,Finanzamt Charlottenburg,198
Bezirksamt Mitte,Ärztekammer Berlin,0
Stiftung Bröhan-Museum,Berliner Bäderbetriebe,0
Landesfinanzservice (inkl. Landeshauptkasse),Amtsgericht Lichtenberg,0
Amtsanwaltschaft Berlin,Landesverwaltungsamt,0
"Senatsverwaltung für Stadtentwicklung, Bauen und Wohnen",Landesinstitut für gerichtliche und soziale Medizin Berlin (GerMed),0
Handwerksinnungen,Amtsgericht Lichtenberg,0
Verfassungsgerichtshof des Landes Berlin,Amtsanwaltschaft Berlin,0
Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,"Senatsverwaltung für Stadtentwicklung, Bauen und Wohnen",0
Pflanzenschutzamt Berlin,Finanzamt Marzahn-Hellersdorf,0
Technische Universität Berlin,Finanzamt Marzahn-Hellersdorf,0
Verkehrslenkung Berlin,Unfallkasse Berlin,0
Unfallkasse Berlin,Deutsche Klassenlotterie Berlin,0
Finanzamt Charlottenburg,Wiedergutmachungsämter von Berlin,0
Landesinstitut für gerichtliche und soziale Medizin Berlin (GerMed),Wiedergutmachungsämter von Berlin,0
Wiedergutmachungsämter von Berlin,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",0
Stiftung Stadtmuseum Berlin,Stiftung Preußischer Kulturbesitz,0
Finanzamt Reinickendorf,Finanzamt Friedrichshain-Kreuzberg,0
Justizvollzugsanstalt für Frauen Berlin,Finanzamt Reinickendorf,0
"Landesamt für Bergbau, Geologie und Rohstoffe",Maxim Gorki Theater,0
Steuerberaterkammer Berlin,Verwaltungsgericht Berlin,0
Finanzamt Marzahn-Hellersdorf,Verwaltungsgericht Berlin,0
"Senatsverwaltung für Justiz, Vielfalt und Antidiskriminierung",Verkehrslenkung Berlin,36
Senatsverwaltung für Kultur und Europa,Berliner Wasserbetriebe (BWB),0
Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,Landesinstitut für gerichtliche und soziale Medizin Berlin (GerMed),0
Pestalozzi-Fröbel-Haus,Unfallkasse Berlin,0
Amtsgericht Lichtenberg,Verkehrslenkung Berlin,0
Deutsche Klassenlotterie Berlin,Finanzamt Reinickendorf,180
Landesarbeitsgericht Berlin-Brandenburg,Steuerberaterkammer Berlin,0
Berliner Wasserbetriebe (BWB),Landesfinanzservice (inkl. Landeshauptkasse),18
Wohnraumversorgung Berlin,Finanzamt für Körperschaften II,0
Polizei Berlin,Stiftung Bröhan-Museum,0
Bezirksamt Spandau,Landesfinanzservice (inkl. Landeshauptkasse),0
Berliner Bäderbetriebe,Wiedergutmachungsämter von Berlin,0
Kassenzahnärztliche Vereinigung Berlin,Finanzamt Reinickendorf,0
Ärztekammer Berlin,Technische Universität Berlin,0
Amtsgericht Spandau,Stiftung Bröhan-Museum,0
"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Steuerberaterkammer Berlin,0
Bezirksamt Reinickendorf,Landesfinanzservice (inkl. Landeshauptkasse),0
Landesverwaltungsamt,Verwaltungsgericht Berlin,0
Investitionsbank Berlin,Maxim Gorki Theater,0
Finanzamt Friedrichshain-Kreuzberg,Berliner Wasserbetriebe (BWB),0
Verwaltungsgericht Berlin,Stiftung Bröhan-Museum,0
Senatsverwaltung für Finanzen,Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,0
Maxim Gorki Theater,Bezirksamt Pankow,0
Stiftung Preußischer Kulturbesitz,Amtsgericht Spandau,0
Jugendstrafanstalt Berlin,Senatsverwaltung für Finanzen,0
Finanzamt Lichtenberg,Maxim Gorki Theater,0
Bezirksamt Pankow,Landesfinanzservice (inkl. Landeshauptkasse),0
Abgeordnetenhaus von Berlin,Abgeordnetenhaus von Berlin,0
Finanzamt für Körperschaften II,Wohnraumversorgung Berlin,0
Bezirksamt Mitte,Maxim Gorki Theater,0
Stiftung Bröhan-Museum,Landesverwaltungsamt,90
Landesfinanzservice (inkl. Landeshauptkasse),Bezirksamt Spandau,0
Amtsanwaltschaft Berlin,Landesinstitut für gerichtliche und soziale Medizin Berlin (GerMed),0
"Senatsverwaltung für Stadtentwicklung, Bauen und Wohnen",Jugendstrafanstalt Berlin,0
Handwerksinnungen,Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,0
Verfassungsgerichtshof des Landes Berlin,Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,0
Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,"Senatsverwaltung für Stadtentwicklung, Bauen und Wohnen",0
Pflanzenschutzamt Berlin,Deutsche Klassenlotterie Berlin,0
Technische Universität Berlin,Kammer für Psychologische Psychotherapeuten und Kinder- und Jugendlichenpsychotherapeuten,0
Verkehrslenkung Berlin,Finanzamt für Körperschaften II,0
Unfallkasse Berlin,Berliner Bäderbetriebe,0
Finanzamt Charlottenburg,Landesinstitut für gerichtliche und soziale Medizin Berlin (GerMed),0
Landesinstitut für gerichtliche und soziale Medizin Berlin (GerMed),Landesarbeitsgericht Berlin-Brandenburg,0
Wiedergutmachungsämter von Berlin,Handwerksinnungen,0
Stiftung Stadtmuseum Berlin,Pestalozzi-Fröbel-Haus,0
Finanzamt Reinickendorf,Pestalozzi-Fröbel-Haus,0
Justizvollzugsanstalt für Frauen Berlin,Wiedergutmachungsämter von Berlin,0
"Landesamt für Bergbau, Geologie und Rohstoffe",Bezirksamt Spandau,0
Steuerberaterkammer Berlin,"Landesamt für Bergbau, Geologie und Rohstoffe",0
Finanzamt Marzahn-Hellersdorf,Steuerberaterkammer Berlin,0
"Senatsverwaltung für Justiz, Vielfalt und Antidiskriminierung",Kassenzahnärztliche Vereinigung Berlin,0
Senatsverwaltung für Kultur und Europa,Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,0
Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,Investitionsbank Berlin,0
Pestalozzi-Fröbel-Haus,Senatsverwaltung für Kultur und Europa,0
Amtsgericht Lichtenberg,Finanzamt Friedrichshain-Kreuzberg,36
Deutsche Klassenlotterie Berlin,Landesverwaltungsamt,0
Landesarbeitsgericht Berlin-Brandenburg,Verkehrslenkung Berlin,0
Berliner Wasserbetriebe (BWB),Amtsgericht Lichtenberg,0
Wohnraumversorgung Berlin,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",0
Polizei Berlin,Finanzamt Friedrichshain-Kreuzberg,0
Bezirksamt Spandau,Stiftung Preußischer Kulturbesitz,0
Berliner Bäderbetriebe,Jugendstrafanstalt Berlin,0
